# codepoint<TAB>base_syllable<TAB>tone(1..5)
14918	jiu	4
14919	huo	4
14920	yun	3
14921	da	2
14922	xuan	1
14923	xiao	1
14924	fei	4
14925	ce	4
14926	ye	4
14928	den	4
14930	qin	2
14931	hui	3
14932	tun	2
14934	qiang	2
14935	xi	2
14936	ni	3
14937	sai	1
14938	meng	2
14939	tuan	2
14940	lan	3
14941	hao	2
14942	ci	4
14943	zhai	4
14944	ao	1
14945	luo	3
14946	mie	4
14948	fu	1
14950	xie	2
14951	bo	2
14952	hui	4
14953	qing	3
14954	xie	2
14957	bo	2
14958	qian	2
14959	po	2
14960	jiao	3
14961	jue	2
14962	kun	3
14963	song	3
14964	ju	2
14965	e	4
14966	nie	4
14967	qian	1
14968	die	2
14969	die	2
14971	qi	1
14972	zhi	1
14973	qi	2
14974	zhui	4
14975	ku	1
14976	yu	2
14977	qin	2
14978	ku	1
14979	he	2
14980	fu	2
14981	geng	4
14982	di	3
14983	xian	4
14984	gui	4
14985	he	2
14986	qun	2
14987	han	4
14988	tong	3
14989	bo	2
14990	shan	3
14991	bi	3
14992	lu	4
14993	ye	4
14994	ni	2
14995	chuai	2
14996	san	4
14997	diao	4
14998	lu	4
14999	tou	3
15000	lian	3
15001	ke	3
15002	san	4
15003	zhen	3
15004	chuai	3
15005	lian	4
15006	mao	4
15008	qian	1
15009	kai	4
15010	shao	3
15011	xiao	1
15012	bi	4
15013	zha	1
15014	yin	4
15015	xi	1
15016	shan	4
15017	su	4
15018	sa	4
15019	rui	4
15020	chuo	1
15021	lu	2
15022	ling	2
15023	cha	2
15025	huan	4
15028	jia	2
15029	ban	4
15030	hu	2
15031	dou	3
15033	lou	3
15034	ju	1
15035	juan	4
15036	ke	3
15037	suo	3
15038	luo	4
15039	zhe	2
15040	ding	3
15041	duan	4
15042	zhu	4
15043	yan	3
15044	pang	2
15045	cha	2
15050	yi	3
15053	you	2
15054	hui	1
15055	yao	3
15056	yao	3
15057	zhi	3
15058	gong	3
15059	qi	3
15060	gen	4
15063	hou	4
15064	mi	4
15065	fu	2
15066	hu	1
15067	guang	4
15068	tan	3
15069	di	1
15071	yan	2
15074	qu	4
15076	chang	3
15077	ming	3
15078	tao	1
15079	bao	4
15080	an	1
15083	xian	3
15087	mao	4
15088	lang	4
15089	nan	3
15090	bei	4
15091	chen	2
15093	fei	1
15094	zhou	3
15095	ji	1
15096	jie	1
15097	shu	4
15099	kun	4
15100	die	2
15101	lu	4
15106	yu	2
15107	tai	2
15108	chan	4
15109	man	4
15110	min	3
15111	huan	4
15112	wen	1
15113	nuan	3
15114	huan	4
15115	hou	2
15116	jing	4
15117	bo	2
15118	xian	3
15119	li	4
15120	jin	4
15122	mang	3
15123	piao	4
15124	hao	2
15125	yang	2
15127	xian	4
15128	su	4
15129	wei	3
15130	che	4
15131	xi	1
15132	jin	4
15133	ceng	2
15134	he	4
15135	fen	1
15136	shai	4
15137	ling	2
15139	dui	4
15140	qi	1
15141	pu	4
15142	yue	4
15143	bo	2
15145	hui	4
15146	die	2
15147	yan	4
15148	ju	4
15149	jiao	4
15150	nan	4
15151	lie	4
15152	yu	2
15153	ti	4
15154	tian	1
15155	wu	3
15156	hong	3
15157	xiao	2
15158	hao	4
15160	tiao	1
15161	zheng	1
15163	huang	1
15164	fu	4
15167	tun	1
15169	reng	2
15170	jiao	3
15172	xin	4
15175	yuan	4
15176	jue	2
15177	hua	2
15179	bang	4
15180	mou	2
15182	gang	1
15183	wei	3
15185	mei	4
15186	si	4
